location,latitude,longitude,property_type,option,guests,number_of_bedrooms,amenities,seasonality,base_price,bathrooms,bed_type,beds,neighborhood,guest_type,images,title,description
Port Dakotamouth,-41.2881575,112.512060,Cabin,An entire place,2,3,"['paid parking on premises', 'Free parking on premises', 'WiFi', 'outdoor shower', 'Air Conditioning', 'first aid kit', 'carbon monoxide alarm', 'beach access', 'dedicated wokplacepool', 'piano', 'TV', 'smoke alarm', 'ski-in/ski-out', 'BBQ grill']",Autumn,4491.272434979462,5,Queen,5,Mountain View,Any Airbnb guest,"['https://placekitten.com/800/600', 'https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600']",Reality democratic involve reflect practice.,Treat building build shoulder these sure. Lot world eight still describe. Produce determine about might admit part early quality.
South Jasonview,-77.889477,-92.007882,Hotel,An entire place,4,1,"['outdoor shower', 'ski-in/ski-out', 'smoke alarm', 'pool table', 'BBQ grill', 'Kitchen', 'Air Conditioning', 'beach access', 'kitchenSwimming Pool', 'fire extinguisher']",Summer,3640.5706940989044,4,King,5,Mountain View,An experienced guest,"['https://placekitten.com/800/600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://picsum.photos/800/600', 'https://dummyimage.com/800x600']",Grow action speech professional significant.,Good fact heart control other ever exist. Need easy forward nor message happy.
East Melvinshire,47.0586555,37.026999,Cave,A room,1,1,"['beach access', 'kitchenSwimming Pool', 'carbon monoxide alarm', 'BBQ grill', 'piano', 'Air Conditioning', 'outdoor shower', 'smoke alarm']",Summer,3681.7193448450175,1,King,4,Downtown,Any Airbnb guest,"['https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600']",Player daughter hot floor yes present himself.,Choice behavior ahead matter notice. Health nor would wonder common hot. Message difference card. Evening available although ok.
North Mark,85.776687,-1.632540,Guesthouse,A shared room,3,5,"['Kitchen', 'Free parking on premises', 'WiFi', 'beach access', 'kitchenSwimming Pool', 'paid parking on premises', 'piano', 'outdoor shower', 'dedicated wokplacepool', 'first aid kit', 'ski-in/ski-out', 'TV']",Winter,1864.6466883030878,8,Single,9,Waterfront,Any Airbnb guest,"['https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://dummyimage.com/800x600']",Tell watch forget culture important view law.,Fly budget bag government wish adult. Decision stay exist security information herself avoid modern. Threat value cost apply.
South Karla,56.7349065,-21.997829,Hotel,An entire place,4,1,"['dedicated wokplacepool', 'indore fire place', 'kitchenSwimming Pool', 'first aid kit', 'outdoor shower', 'smoke alarm', 'pool table', 'beach access', 'Air Conditioning', 'WiFi', 'Kitchen', 'BBQ grill', 'TV']",Summer,4719.080896311462,1,Single,2,Waterfront,Any Airbnb guest,"['https://picsum.photos/800/600', 'https://placekitten.com/800/600', 'https://placekitten.com/800/600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600']",Daughter concern service check agree employee month born.,Top poor authority example full choose wrong.
Dayshire,-61.380649,120.989095,Cave,An entire place,1,1,"['dedicated wokplacepool', 'BBQ grill', 'TV', 'Air Conditioning', 'pool table', 'Free parking on premises', 'excercise eqipment', 'indore fire place', 'outdoor shower', 'ski-in/ski-out', 'beach access', 'kitchenSwimming Pool', 'first aid kit', 'paid parking on premises', 'fire extinguisher', 'Kitchen', 'smoke alarm', 'WiFi']",Summer,4318.9262560056795,1,Queen,3,Suburb,An experienced guest,"['https://placekitten.com/800/600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://placekitten.com/800/600', 'https://placekitten.com/800/600']",Price two everyone hospital serious civil list.,Plant hospital knowledge. Your low state at foreign who. Grow include outside news total.
West Sandra,27.8226005,79.068804,Apartment,A room,5,3,"['carbon monoxide alarm', 'outdoor shower', 'excercise eqipment', 'paid parking on premises', 'piano', 'indore fire place', 'dedicated wokplacepool', 'first aid kit', 'WiFi', 'Air Conditioning', 'kitchenSwimming Pool']",Summer,4602.3878949681375,3,King,6,Waterfront,An experienced guest,"['https://placekitten.com/800/600', 'https://placekitten.com/800/600', 'https://placekitten.com/800/600', 'https://placekitten.com/800/600', 'https://placekitten.com/800/600']",Research window coach couple.,Activity plant across medical bar relate high answer. Country exist interview born hour important through. Technology when wide explain western I their.
Port Sabrina,11.2509355,29.079148,Villa,A room,2,4,"['pool table', 'dedicated wokplacepool', 'paid parking on premises']",Winter,3999.9866292028755,5,Single,8,Waterfront,An experienced guest,"['https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://dummyimage.com/800x600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600']",That raise rule market wrong.,Thing music table edge foreign American drug. Long mention teach population simple perhaps nation. Late foreign say coach tough collection.
Lake Amy,-14.5924135,145.918138,Cabin,A room,5,5,"['first aid kit', 'Free parking on premises', 'indore fire place', 'Kitchen', 'BBQ grill', 'kitchenSwimming Pool', 'dedicated wokplacepool', 'carbon monoxide alarm', 'WiFi', 'TV', 'pool table', 'paid parking on premises', 'excercise eqipment', 'piano', 'Air Conditioning', 'smoke alarm']",Autumn,1009.9608188774133,8,Double,8,Downtown,An experienced guest,"['https://placekitten.com/800/600', 'https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://picsum.photos/800/600']",Near industry question director mean.,Really pattern international seven expect significant begin. New again then must democratic different.
Reyesstad,71.6969225,81.158412,Villa,A shared room,4,3,"['excercise eqipment', 'ski-in/ski-out', 'piano', 'smoke alarm', 'BBQ grill', 'Air Conditioning', 'first aid kit', 'Free parking on premises', 'pool table', 'carbon monoxide alarm', 'Kitchen', 'kitchenSwimming Pool', 'paid parking on premises', 'outdoor shower', 'fire extinguisher']",Autumn,3383.4783240994207,3,Double,5,Suburb,Any Airbnb guest,"['https://dummyimage.com/800x600', 'https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://picsum.photos/800/600']",Score serve matter difficult partner.,Interest that always many same data fight. Large general continue. Fly receive long cup than argue.
South Adrian,-11.2456335,-132.802680,Cave,A shared room,1,1,"['dedicated wokplacepool', 'piano', 'excercise eqipment', 'TV', 'fire extinguisher', 'carbon monoxide alarm', 'outdoor shower', 'WiFi', 'beach access', 'paid parking on premises', 'Kitchen', 'Air Conditioning', 'first aid kit', 'indore fire place', 'pool table', 'smoke alarm', 'kitchenSwimming Pool', 'Free parking on premises', 'BBQ grill', 'ski-in/ski-out']",Winter,1021.2376733377072,1,King,2,Mountain View,An experienced guest,"['https://dummyimage.com/800x600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://placekitten.com/800/600', 'https://picsum.photos/800/600']",Enjoy ever cold use.,Us service although travel. Have age stand music.
Bakerfort,16.0932985,85.665574,Cave,A shared room,2,2,"['smoke alarm', 'carbon monoxide alarm', 'piano', 'dedicated wokplacepool', 'excercise eqipment', 'WiFi']",Summer,4045.22516047697,3,Single,3,Mountain View,Any Airbnb guest,"['https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600', 'https://dummyimage.com/800x600']",Certain anyone south factor.,Cold state above above light station. Anyone born woman catch tend girl financial. Me company management check.
East Ariana,-73.9855105,-153.846910,House,A room,5,5,"['excercise eqipment', 'first aid kit']",Winter,3351.757759353879,9,Queen,6,Suburb,An experienced guest,"['https://placekitten.com/800/600', 'https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600']",Than such control leader gas effort point.,Into animal assume reason leave message the. Clearly lose effort camera majority sure generation technology. Indeed catch entire meet serious according listen.
Trevinoshire,-55.057422,174.653690,Cave,A room,5,2,"['first aid kit', 'fire extinguisher', 'excercise eqipment', 'carbon monoxide alarm', 'Air Conditioning', 'paid parking on premises', 'piano', 'dedicated wokplacepool', 'kitchenSwimming Pool', 'ski-in/ski-out', 'pool table', 'Free parking on premises', 'TV', 'BBQ grill']",Autumn,2471.3945155656993,3,Double,6,Mountain View,An experienced guest,"['https://placekitten.com/800/600', 'https://dummyimage.com/800x600', 'https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://picsum.photos/800/600']",Until wonder Mrs off.,Girl operation fight field large candidate certain. Trip easy approach window evening continue marriage. Sport black explain.
Rodriguezfort,-76.013633,-13.721987,Villa,A shared room,2,3,"['carbon monoxide alarm', 'indore fire place', 'smoke alarm', 'ski-in/ski-out']",Summer,1177.778856017879,6,Single,5,Downtown,Any Airbnb guest,"['https://placekitten.com/800/600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600']",Future wait city ready.,Often south attack popular. Field where technology order interesting girl represent structure.
Glassside,73.3893075,163.055061,House,A shared room,4,3,"['carbon monoxide alarm', 'ski-in/ski-out', 'pool table', 'kitchenSwimming Pool', 'first aid kit', 'BBQ grill', 'Free parking on premises', 'excercise eqipment', 'dedicated wokplacepool', 'fire extinguisher', 'smoke alarm', 'indore fire place', 'Kitchen', 'piano', 'Air Conditioning']",Winter,3997.66641302614,7,Single,7,Suburb,An experienced guest,"['https://dummyimage.com/800x600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600', 'https://placekitten.com/800/600', 'https://dummyimage.com/800x600']",Yes just sit.,Traditional represent throughout way investment speech. Hope area institution hotel feel. Lot book baby president believe.
Mauriceshire,-11.1468415,-0.412297,Farm,A room,4,1,"['ski-in/ski-out', 'outdoor shower', 'Free parking on premises', 'indore fire place', 'BBQ grill', 'piano', 'paid parking on premises', 'smoke alarm', 'excercise eqipment', 'TV', 'fire extinguisher', 'beach access', 'Kitchen', 'Air Conditioning', 'kitchenSwimming Pool', 'carbon monoxide alarm', 'WiFi', 'pool table', 'first aid kit', 'dedicated wokplacepool']",Summer,1117.8293325501618,1,Double,3,Waterfront,An experienced guest,"['https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600']",Guy here cause garden safe.,Fall board trade very say. Parent name get.
East Randy,37.176209,64.638919,Hotel,A room,4,5,"['smoke alarm', 'outdoor shower', 'excercise eqipment', 'kitchenSwimming Pool', 'pool table', 'paid parking on premises', 'TV', 'first aid kit', 'piano', 'ski-in/ski-out', 'beach access', 'fire extinguisher', 'dedicated wokplacepool']",Autumn,2160.8245676555925,5,Double,8,Suburb,An experienced guest,"['https://placekitten.com/800/600', 'https://dummyimage.com/800x600', 'https://dummyimage.com/800x600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600']",May particular science line real name glass.,Agency health party card with adult type. New field recently system region create pick TV. Ok agent language weight Republican full manager. About turn on manage up.
Port Douglas,20.496905,86.923942,Guesthouse,A room,5,1,"['indore fire place', 'WiFi', 'outdoor shower', 'fire extinguisher', 'paid parking on premises']",Winter,3148.562396966278,3,King,5,Mountain View,Any Airbnb guest,"['https://dummyimage.com/800x600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://dummyimage.com/800x600', 'https://picsum.photos/800/600']",Agree actually yes its pattern team defense southern.,General feeling environmental blood prove second particularly various. Arm keep series pick. Expect another great western dinner and near.
Chelseaport,7.8591915,-27.816404,House,A room,4,1,"['dedicated wokplacepool', 'excercise eqipment', 'piano', 'indore fire place', 'carbon monoxide alarm', 'Kitchen', 'smoke alarm', 'fire extinguisher', 'BBQ grill', 'pool table']",Winter,2153.280170142488,2,Double,5,Mountain View,An experienced guest,"['https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600']",Simple perhaps music population program end.,Five whose particularly TV benefit whose start. Month can generation.
Shawnburgh,25.386057,17.710993,Farm,An entire place,1,3,"['ski-in/ski-out', 'beach access', 'WiFi', 'carbon monoxide alarm', 'TV', 'outdoor shower', 'kitchenSwimming Pool', 'smoke alarm', 'dedicated wokplacepool', 'indore fire place', 'first aid kit', 'pool table', 'Free parking on premises', 'excercise eqipment', 'Air Conditioning', 'fire extinguisher']",Winter,1459.7171113593643,6,Double,4,Downtown,An experienced guest,"['https://picsum.photos/800/600', 'https://picsum.photos/800/600', 'https://dummyimage.com/800x600', 'https://picsum.photos/800/600', 'https://placekitten.com/800/600']",Worker try start owner red.,Current plan analysis eat huge analysis later. Back society majority relationship hold food country. Find building dream who teach position.
South Catherine,28.8404165,142.446349,Villa,A room,1,4,"['smoke alarm', 'kitchenSwimming Pool', 'TV', 'beach access', 'indore fire place', 'Kitchen', 'WiFi', 'paid parking on premises', 'dedicated wokplacepool', 'first aid kit', 'ski-in/ski-out', 'Free parking on premises', 'carbon monoxide alarm', 'BBQ grill', 'pool table', 'piano', 'Air Conditioning', 'excercise eqipment', 'fire extinguisher', 'outdoor shower']",Summer,1004.2486245224344,4,King,8,Suburb,An experienced guest,"['https://picsum.photos/800/600', 'https://placekitten.com/800/600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://placekitten.com/800/600']",Almost receive good first born try coach.,Teacher day pass her health. Cell oil professional not.
Douglasmouth,-38.750545,173.160721,Hotel,A room,4,2,"['paid parking on premises', 'smoke alarm', 'outdoor shower', 'fire extinguisher', 'beach access', 'WiFi', 'first aid kit', 'kitchenSwimming Pool']",Summer,2191.8992501481216,2,Queen,5,Waterfront,Any Airbnb guest,"['https://dummyimage.com/800x600', 'https://placekitten.com/800/600', 'https://dummyimage.com/800x600', 'https://dummyimage.com/800x600', 'https://placekitten.com/800/600']",Child account another continue consider white.,National break under. Shoulder son never land information treatment. Week old man team feel nation.
